,rating,review,SentimantValue,predectedValue
242,2,مخيب للأمل. الموقع وقربه من المول الغرف واسعة لا بأس بها المسبح. إدارة الفندق لم تسمح بالضيوف الا بعد جهد جهيد وأخذ البطاقة الشخصية والمناشف قديمة جدا .,0,0
243,4,“فندق قديم وغير مريح”. لا شى. الفندق قديم لا توجد صيانه للحمامات وتعامل الموظفين سيء جدا,0,0
244,4,جيد. الخدمه كنت مرضيه نوعاما. 1-يوجد تسريب المياه في غرفه رقم 2052-مع كميت روائح تجرج من الصفايه لمجاري وبكميات مخوفه اقصد ضغط عالي كلمتهم ومافعلوا شيئ الى اغلاق بالسلكون زحصلت ثلاث مرات متقطعه,1,1
245,2,جيد. الوقع والخصوصية خاص للعوائل ولمن لا يحب الصخبقربه من مول الامارات. عامل النظافة يدخن في الغرف اثناء التنظيفالإنتر نت شبه يعمل وضعيفالممرات والأرضيات للغرف بحاجة التعقيم والغسيل وليس المسح المكرر,1,1
246,2,“جميل”. كل شيء موقع وهدوء وتعامل وخدمات كل شيء قريب  وقربه من مول الامارت ومناسب للعوائل. لاا شيء سوى ضعف النت,1,1
247,4,“مشي حالك”. مكان عادي. السرير تالف,0,0
248,2,جيد. النظافة العامة في الساحة الخارجية ممتازة وقسم الإستقبال قيمة إيجابية عالية للمؤسسة.. ابواب الفيلا غير ثابتة وخاصة عند هبوب الرياح( الرئيسي والنوم) والمطبخ لا توجد فيه ادوات كافية,1,1
249,2,"“تجربة جيدة واتمنى ان نرى التحسن المرة القادمة”. الموقع ممتاز،الشاليهات بشكل عام ممتازة الشكل من الخارج وتحتاج بعض التحسين والاهتمام من الداخلكتوفير الفوط وتغيير الشراشف يوميا التكييف ممتاز.االمسبح الخاص يحتاج عناية اكثر.المسبح العام ممتاز والشاطئ كبير ونظيف. عدم توفير الفوط والمناديل لمدة يومين على الرغم من الاتصال المتكرر حتى تدخل مدير الفندق.الاستقبال للاسف يحتاج بعض المتابعة مع الشكر للاخ عمر.عدم توفير خدمة المطعم والافطار مثل باقي الشاليهات والفنادق",1,1
250,2,“الافضل انتم”. روعة جدا ان شاء الله زيارة ثانية. ولا شي,1,1
251,5,“السباحة والاستمتاع بالبحر”. كل شي الشاطي والمسبح وخاصه المسبح الخاص ساعة مجانية لعملاء بوكينج مع العلم انه قيمة الساعه عندهم ب 150ريالمناسب جدا للعوائل. المطبخ فاضيالكوفي MADO العالمي سيء جدا واشك انه يتبع لمادو,0,0
252,2,“رحلة رائعة”. الخدمة ممتازة والشاليهات توفر خدمات متميزة على مدار الساعة من كوفي شوب ومطعم. طاقم العمل متعاونون جدا. المكان جدا ممتاز لكبار السن ويوفر كراسي بعجلات وكل الاماكن يمكن الوصول لها لذوي الاحتياجات الخاصة.. لا يجود شبكة وايفاي بالغرف.,1,1
253,5,“منتجع الأحلام ولا بالأحلام”. الموقع والاطلالة جميلة جداً. المطعم لايليق بالمنتجع والتكييف مزعج,1,1
254,2,“سفره جميله”. . غلاء باسعار المطعم بالمنتجع,1,1
255,1,“سيئة”. اعجبني الاطلاله البحريه والجسر. الاستقبال و الادارة والخدمات كانت سيئة للغاية,0,0
256,4,"“شكرا للموظف ريان”. المكان هادئ جداً وسط الاسبوع و الاطفال قليل ، جلسات الشاطئ جميلة و الانشطة متوفرة ب المنتجع ، موظف الاستقبال الي كان متواجد يوم ? ديسمبر فترة بداية الظهر اعتقد اسمه ريان جدا محترم و كرم اهل ينبع ابرزه لنا هذا الشخص في ترحيبه من اول لحظة و توديعه لنا في اخر لحظة ، شكرا له و لإدارة المنتجع. لا يوجد",1,1
257,5,جيد. المكان والنظافة وحجم الشاليه. لا يوجد بتوجاز في المطبخ ولا اي اداة من ادوات المطبخ فقط دواليب,1,1
258,1,“من اجمل شاليهات ينبع .”. بصراحة من اجمل شاليهات ينبع التي تتسم بالهدوء ونظافة الشاطئ والمسبح الاكثر من رائع مع وجود حراسة آمنه والسكن قمة في الفخامة واسع ونظيف جدا .ولا يفوتني ان اشكر كلا من الاستاذ عمر والاستاذ صلاح على حسن استقبالهم ومعاملتهم اللطيفة وادارتهم الراقية وشيم اخلاقهم ونبلهم العالية .وان شاء الله سوف اكرر الزيارة للمنتجع قريبا باذن الله تعالى (ابو بسام المدينة المنورة ). ,1,1
259,5,“تمنيت ان يكون ارقي من ذالك”. اعجني موقع الشالية وقربة من البحر طريقه الشاليهات واطلالتها الجانبيه علي البحر اعجني مسبح الاطفال والعاب الاطفال مقابل لشاليهات. ازعجني تهالك الفرش سكنت في شاليه 604 وكان صوت المكيف جدا مزعج مما اطرينا لاقفاله سرير النوم والمخدات جدا غييير مريح ايضا البوفيه الداخليه موعد فتح البوفيه جدا متاخر حيث انه يفتح الساه 30و11 صباحا اتمنا من اداره الشاليه الاهتمام اكثر ولكم خالص الشكر,1,1
260,4,“المنتجع افضل ورائع”. اعجبني المنتجع في هدوء ونظافه والجلسات الحلوه على البحر كمااشكر الاستقبال على حسن التعامل معي كلا من ريان الجهني وبندر الجهني .. اسعار المشروبات داخل المنتجع شبه غاليه جدا,1,1
261,2,“رائع مذهل”. من الأفضل للمنتجعات التي زرتها. بعد المطعم عن المنتجع مما يسبب تأخير في التوصيل,1,1
262,2,“الاحلام تتحقق في منتجع الاحلام”. المكان جميل وهادي. عدم وجود مطعم وكفتريا,1,1
263,5,“كانت اقامة ممتعه وهدوء وخصوصا انا من جدة الشاليه افضل بكثير من شاليهات جدة”. النظافة ورخص الشاليه عشان ايام مدارس الاطلاله علي البحر والهدوء. فقط الحمام كان فيه تسريب لابد من صيانه دوريه للحمامات,1,1
264,5,جيد. في نظافة المكان وحسن المعامله. رفع السعار في البوفيه بمعنى الحاجه إلي قيمتها 10 ريال عندكم 20ريال والمطعم اكله مره مو حلو,1,1
265,4,استثنائي. موظف الاستقبال ريان الجهني ذو اخلاق عاليه ومتعاون. ,1,1
266,1,“الراحه والامان وحسن الاستقبال”. الراحه والجمال فى المنتجع  روعه الجلوس على البحر حسن الاستقبال الاستجابه السريعه للطلبات شكر خاص للاستاذ صلاح العسكرى لتعاونه واستجابته السريعه لنا انصح بزيارة المنتجع من افضل الاماكن فى ينبع. ,1,1
267,2,“الاستقبال جدا ممتاز”. مسبح الاطفال مع وجود مراقب للاطفال. الاطلاله غير مريحه للعوائل من البلكونه مكشوفه للجميع,1,1
268,5,ضعيف جداً. لايوجد شي يلفت الانتباة. غرف النوم والحمامات,0,0
269,4,“عائلة زوج وزوجة وابانء كبار واطفال وخادمة”. صراحة كل شئ جميل في المنتجعواتمنىزان يوجد مسبح خاص بالنساء بالمجان وليس بالمقابل… الساعة بالمسبح الخاص بالنساء مبالغ فيها 150 ريال. عدم وجود مركز تجاري بالنتجع,1,1
270,4,ضعيف جداً. ولا شيء. أسوء مكان أقمت فيه .. فندق قذرررر الكنب ريحة البول وانتم بكرامة تفوح منهوالحمامات سباكة سيئة ومسدود مجرى المروش ومكسور بابهاللمبة ومروحة الشفط بمفتاح واحد يعني تتروش وانت متجمد او تتروش بالظلام الحمام اللي تحت عبارة عن بيت درجوالغرفة اللي فوق مو غرفة صالة او ممر محولينها غرفة الموظفين المصري والسوداني جيدين اما السعودي البي في المساء سيء جدا بعيد عن البقالات والمطاعم والكافتيريا اللي فيه ماتفتح الا ?? واسعارها نااار وهي كافتيرياالساحل مو رمل وطل على شرم يعني مويه ضلحة ما ينسبح فيهاا انصح ابدفيهخذ شقة نظيفة بنص السعر واطلع لكورنيش وبحر الهيئة شي يفتح النفس,0,0
271,5,ممتاز. طقم العمل من استقبال وحسن ضيافه ونظافه بصراحه قروب العمل ممتاز. لايوجد مطعم داخل الشاليه,1,1
272,2,“مكان ممتع لجميع أفراد الأسرة”. حسن الإستقبال وهدوء المكان.. الشاليهات لا يوجد بها أدوات مطبخ وتحتاج إلى صيانة دورية.,1,1
273,1,“منتجع جميل”. نظافة المنتجع ومناسبته للعوائل. الاثاث معدوم وغير نظيف,1,1
274,4,"“احلى المنتجعات التي زرتها”. المكان ماشاء الله نظيف جدا والفيلا كانت مرتبه والشاطئ ممتاز والاداره متعاونه جدا والاستقبال في منتهى الروعه والاخلاق. الكوفي والمطعم اسعاره مبالغ فيها جدا ،،،",1,1
275,1,“لن اكرر التجربه”. الموقع فقط. قله عدد الموظفين وسوء الخدمه,0,0
276,2,رائع. . المنظر العام للغرفه مطل على سطح وهذا غير مناسب لراحة الزبون,1,1
277,5,“لا تقع في الفخ”. لا يوجد. الغرف قديمه  والاسعار لا تتناسب مع الخدمة والغرفة .... غالية جدا  ... أغلى من أسعار الفنادق في اوربا ... العاملين غير ودودين,0,0
278,2,جيد. . البزنس سنتر اغلق قبل ?? المساء ولم يفتح الى الساعه ? عند مغادرتي بالرغم من احتياجي الضروري للطباعه.,1,1
279,4,ممتاز. الجمال. ازعاج من الغرفة التى اعلى,1,1
280,2,جيد جداً. . اثناء الحجز بقيمة 990 ريال تم تغيرة حين وصولي إلئ الفندق بقيمة 1160 لماذا مع أني حاجز عن طريق الانترنت,1,1
281,4,“الحياة حلوه”. الفطور فقط. اثناء زياراتي وعند تسليم سياراتي موظف خدمة السيارات كان يوم الخميس بتاريخ ????/??/?? كان يوجد هاتف خاص بي داخل السيارة تمت سرقته من قبل احد الموظفين الفندق خدمة السيارات وتم اكتشاف ذلك ثاني يوم بتاريخ ????/?/? وتم ابلغ المدير المسؤول الأمن  سعودي الجنسية ومدير الفندق مصري الجنسية حيث افاد مدير الفندق مصري الجنسيه انه سيتم التحقيق فى الامر خلال ايام وبعد عوداتي الى الدوحة تم الاتصال فني مره من قبل احد الموظفين السعودين وبلغني انه سيتم تعويضك والكشف عن المتسبب حيث انه التحقيق جاري علما صار على التحقيق اكثر من أسبوع ولم ينتهي التحقيق حتى كتابة الرسالة علما بانه لايهمني الهاتف اكثر ممن يهمني المحتويات الموجودة بالهاتفوالحمدلله انه السرقه كانت هاتف وليس السيارة,1,1
282,5,"“انصح بالاقامه فيه”. النظافه والتعامل. خدمات الواي فأي الاليه المعمول بها في الفندق غلط ولاترتقي بالننافسه مع الفنادق الاخرى علما "" بان الخدمة ضعيفه جداااا كذلك "" مطعم البستان "" لم يكن بمستوى فندق انتركونتننتال",1,1
283,2,“جاسم”. الغرف واسعه وجميله سرعة اجرآءات الدخول والخروج موظفوا الاستقبال بشويشين الموقع ممتاز قريب من المجمعات والأسواق الشعبيه ويوجد مول تجاري متوسط الحجم مقابل الفندق. النادي الصحي مغلق يوم الجمعه حتى الثانية ظهراً حيث انه مخصص للنساء يفضّل ان يكون للعائلات او يتم انشاء نادي صحي خاص آخر البوفيه لم يكن بالمستوى المطلوب من حيث تنوع الاطباق وطريقة الطهي  طلبنا عشاء لم تعحبنا طريقة التقديم ولا طريقة الطهي كان طلبنا عباره عن لازانيا وكلب ساندويتش وقطع دجاج نقت,1,1
284,4,استثنائي. موقع فندق انتركونتننتال الاحساء والتصميم البيئي الرائع الذي يشعرك بالراحة النفسية خلال الاقامة بالفندق. ,1,1
285,4,"“رأيي الافضل يا صديقي ??”. الخدمات ممتازه ، الحمام كذالك ، السرير و الوساده ممتازه ، لم استخدم الانترنت لضيق الوقت ، بوفية الفطور كان رائع و متنوع ، لمحبي الشيشه يوجد داخل سور الفندق شيشه و مطعم لبناني ، افضل فندق في الاحساء .. تصميم الفندق قديم يحتاج للتحديث ، لا مانع من العودة إليه إذا لزم الامر .",1,1
286,2,“كنت أحلام بربرقي في الخدمات تليق بمثل هذا المكان”. شكرا على اهتمامك ونأمل تحسين خدماتكم والتزمكم مع زبائنكم. لاستقبال والخدمات وإهمال انزلا,1,1
287,5,“ضعيف جدآ جدآ”. . استقبالهم الاسعار التي في الموقع موب نفس سعر الفندق والافطار غير متنوع الاخدمه تعبانه خدمات الفندق ومرافقها كانه ? نجوم,0,0
288,4,ضعيف جداً. . كل شي بالفندق سئ للغايه الاثاث قديم ومغبر ومكسررر مايصلح للجلوس والنوم مايستاهل نجمتين من اول مافتح واثاثه ماتغيررر,0,0
289,2,جيد. موقع جميل وخدمه ممتازه. ,1,1
290,1,مخيب للأمل. . الخدمه سيئه والنت شبه معدوم,0,0
291,1,استثنائي. شكرا. كل شي,1,1
292,2,“فدق ممتاز والإقامة فيها تجلب الراحه النفسيه”. كل شي بشكل عام. بعض الشي من الافطار,1,1
293,4,مخيب للأمل. الموقع. طريقة طاقم العمل في الاستقبال استفزازية وللاسف انهم في فندق بهذا الحجم وهذه الفخامة ولو كان بامكاني تغيير الحجز الي فندق اخر لغيرته ولو نجمه واحده,0,0
294,5,“طاقم العمل سيئ”. الهدوء الموحش. طاقم العمل غير احترافي وصغر مساحة الغرف,0,0
295,4,“راقي وهادئ”. الهدؤ والنظافه. الغرف صغيره و الفطور تغير للأسوا بالاول اجمل وألذ والسعر مرتفع جداً,1,1
296,2,استثنائي. فندق ممتاز. ,1,1
297,5,جيد. . لدى الدخول الى بهو الفندق به رائحه معطر نفاذه ارجوا التقليلمنها,1,1
298,2,“الانتر الحساوي”. لاشي تقريبا. الحمام لايوجد به شطاف و روب النوم صغير و الاثاث قديم والغرف ضيقة وصغيرة والتكيفيف ع درجة 22 حار,0,0
299,2,"“الاستقبال يعكس جودة المكان”. قربه من الاسواق. طاقم الاستقبال "" وهذا يعني سؤ الادارة""",0,0
300,2,“جيده”. مكان هادئ والخدمه سريعة والطعام لذيذ. قنوات التلفزيون ممله ولا يوجد فرشاه أسنان ولا يوجد مشايه للقدمين وارجوا الاهتمام اكثر في نظافه المناشفوإذا حضر ضيف ليزورك يجبروك على النزول للاستقبال من اجل التوقيع فقط,1,1
301,4,“ممتاز”. النادي الصحي اجمل شيء والسباحة في البركة الداخلية. ,1,1
302,1,ضعيف جداً. الموقع. طاقم العمل غير متعاون و لا يبتسم,0,0
303,4,“فندق فاشل من دون نظام ومن دون مواقف”. الفراشين يتساعدون معاك اكثر من الموظفين. ,0,0
304,2,“من اسوء الفنااااادق لا انصح به”. لا يوجد. كل شي انه من اسوء الفنادق التي حجزتها يوما بدءا من طاقم العمل البطيئ و يوجد مدير اسمه منهل يعمل ليلا انه الشخص الخطا في المكان الخطا كما انهم يطلبون ايداع امني اول مرة اسمع به!! وازعاج الديسكو ليلا يجعلك تعيش في كابووووس ومعاملتهم للعرب سيئة جدا بتعاملهم مع الخواجات ... كما انهم ياخذون من بطاقة الفيزا من دون اسئذان حالما نصل في اول ليلة مما ازعجبني كثيرا حيث انني اردت الدفع نقدا,0,0
305,2,“لن اعود مرة اخرى”. لا شيء. سياسة إلغاء الحجز فأشلهطريقه كلام موظفين الاستقبال غير مناسبهسياسة وضع مبلغ تأمين غير معمول بها في اي من الفنادق الاخرى المنافسة,0,0
306,4,“راحة البال”. نظافة الغرفة وموظفين نظافة الغرف علي اعلي مستوي. خدمة التلفون,1,1
307,1,“فندق العين دار الزين”. موقع الفندق ممتاز. عمال النظافه وغسيل الملابس طقهم على الباب في وقت مبكر غير حضاري,1,1
308,1,“لقد استمعت بالاقامه معكم وطاقم الاستقبال والخدمات ممتاز جداً”. طاقم الاستقبال. لايوجد مواقف,1,1
309,2,“اقامه و معامله سيئة جدا”. لم يعجبني. طاقم العمل و الاستقبال والاقامه,0,0
310,1,“لا يليق بمستوى فندق في ابوظبي”. . تاخير عند الاستقبال و لايوجد صراف إلي وتطلب دفع مبلغ كبير عبارة عن تأمين والحمام صغير ولايوجد مناشف كافية,0,0
311,5,جيد. . الخدمات بطيئة جدا,1,1
312,2,جيد. الفندق طيب وسعره مناسب. ,1,1
313,4,استثنائي. كل شئ جيد جدا ومريح ورائع. لاشئ,1,1
314,5,جيد. كل شي. الحمام بدون شطاف !,1,1
315,1,“رائع جداً جداً”. فندق رائع جداً من حيث النظافة والراحه والخصوصيه. ,1,1
316,2,جيد. . رائحة المكان,1,1
317,5,جيد. . حبذا لو يتم تغيير السجاد الأرضي لأنه اصبح قديم و غير نظيف,1,1
318,1,“فندق مريح وجو عائلي صراحه رائع”. ينقصه بعض الحاجات. الاجبان والالبان في تالافطار قليله,1,1
319,2,“العين دار الزين”. لقد كنت في هذا المكان من قبل واعجبني جداً كان كل شي فيه جميل من جميع الجهات لذا لا أستطيع ان احدد شيئاً. ,1,1
320,5,“ابوحسام من السعوديه”. الموقع ممتاز وجمال المناظر والجلسات حول المسبح وطاقم العمل كلهم ممتازين ووجود قسم الامن باستمرار وعلى مدار ??ساعه في جميع ارجاء الفندق والفلل والشاليهات والنظافه اول باول  صراحه كل شي رائع. وجود مشروبات كحوليه في الغرف ومن الافضل ان تكون على حسب الطلب من الساكن السعر غالي جدا لمدينه العين,1,1
321,4,“جيد”. الموقع ممتاز الافطار متنوع ولذيذرحابة وحسن معاملة الموظفين. توجد رائحه كريه في ممرات الدور الذي سكنا به الانترت ليس بالمجان يجب دفع رسوم,1,1
322,4,“ممتااااز”. ممتاااز كل شيء اعجبني الغرفة والخدمات وحوض السباحة والسبا. ,1,1
323,5,“سيئ جدا”. . جميع الاشياء الديكور والخدمات ونظامه قديم جدا وسعره مرتفع ومتغير بسرعه استغلاليه..وخدمات تنظيم الافراح والمناسبات سيئ لايوجد اسلوب فالتعامل ومهملين والنظافه معدومه,0,0
324,1,جيد جداً. . وجدت في الحمام صرصار,1,1
325,5,“الحياة ممتازة في العين روتانا”. الخدمة ممتازة والأكل ممتاز والنظافة جيد جدا والمسبح روعة في تقديم الخدمات. كل شيئ جيد جدآ,1,1
326,2,“موظف الاستقبال”. . موظف الاستقبال معامله غير جيده وقام بتبديل غرفه الحجز مع شخص اخر وكانت مشكله كبيره كنت انوي إلغاء الحجز لولا تدخل مديره,0,0
327,4,“اقامة ممتعه”. خدمات الفندق والمرافق هي ما تميز الفندق لذلك سوف تكون لي زيارات قادمه في نفس الفندق .. وكذلك مواقف السيارات والمصعد من الموقف للغرف هي افضل ميزة حيث تسهل عملية الوصول للغرفة  .. ,1,1
328,4,“لن اسكن روتانا العين مرة اخرى”. . الاستقبال وخدمة ركن السيارات والروم سيرفس سيئه  والاثاث سيء,0,0
329,4,“شكرًا على ترحيبكم لإستقبال الضيوف”. والله الخدمة ممتازة في المطعم ويوجد شاب اسمه جمال ممتاز في المعاملة ويلبي حاجتنا باهتمام جيد جدا والنظافة ممتازة ومعاملات الاستف جيد جدا بحق أحسن فندق في العين والأكل لذيذ للغاية. الله وكيل حرام كلة ممتاز خدمة 5 نجوم,1,1
330,2,استثنائي. النظافهالموقعالموقف الخاص بالسياره. عدم اكتمال ادوات المطبخ,1,1
331,2,“من اجمل الفنادق في مدينة العين”. الفندق ممتاز والخدمه والاستقبال ممتازة. الانترنت,1,1
332,5,مخيب للأمل. . قمت بحجز مسبق بتاريخ 31 من اغسطس حيث قمت بابلاغ الفندق باني ساصل من رحلة عمل باكرا في الساعه 8 او 7 والنصف ... فتعذرو عن استقبالي .... وطلبت مني تغيير الحجز الى 30 اغسطس ليتم استقبالي ... قمت بتغيير الحجز فتاخرت علي الرحلة مما قامو بسحب المبلغ حيث لم اتلقى اتصالا منهم يؤكد منهم بالحجز او بالغاء الحجز...,0,0
333,2,استثنائي. . الإضاءة في غرفة المعيشه ضعيفه,1,1
334,5,“غير جيد”. لاشي. حرمت اسكن في روتانا ..لأنهم سحبو من الفيزا من غير حق ودفعت لهم كاش .. يعني ساحبين دبل للحجز حسبي الله ونعم الوكيل واكلمهم ومحد يستجيب للاسف الشديد وبشتكي عليهم يوم الاحد,0,0
335,1,رائع. اكثر شي عجبني راحة السرير. رائحة الموظف كلها صنان وكريهه الي في السيرفس,1,1
336,5,“رحلة ممتازة”. كل شي جميل ومناسب. النظافة,1,1
337,5,“??”. المبنى الجديد روعه. لاشئ,1,1
338,2,ممتاز. الفندق جميل جدا وكذلك الخدمات. سعر غالي جدا,1,1
339,1,“الموظفين غير مناسبين وبحاجة الي تدريب”. . عدم اهتمام الموظفين وتقدير الزائر,0,0
340,1,“مكان لا أفكر الرجوع إليه”. لم يعجبني شيء. الخدمات بشكل عاممن الإستقبال إلى الغرفه,0,0
341,4,“ازعاج من قبل الموظفين بالاتصال وطرق الباب”. . قمت باخبار موظف الاستقبال بتنظيف الغرفه وفوجئت بعدم تنظيف غرفتي لرجوعي الاتصال الدايم والإزعاج صباحا الساعه الناسعه بطرق الباب والجرس والاتصال وعند تمديدي ايضا انزعجت بالاتصال وطرق الباب ولم أنم جيدا,0,0
342,5,“استجمام”. الموقع - الخدمات - النظافة - قريب من مطعم اليحر. الازعاج,1,1
343,2,“رااااااائع”. كل شيء. ,1,1
344,2,استثنائي. أعجبني كل شي في فندق من الاستقبالمن غرفة و مطعم. لا شي,1,1
345,2,جيد جداً. الطاقم والاستقبال زززنظافة الفندق والهدوء في الغرف. الموقع .. كان الاولى في منطقة مفتوحة قريبة منالكثبان الرملية الجميلة في مدينة العين,1,1
346,4,ممتاز. . الاستقبال لا يوجد اشخاص كثر للمساعده,1,1
347,2,“ارجو ان تحسنو الفندق”. المسبح. الموقع المطل على النفايات,0,0
348,5,“متوسط المستوى”. . مستوى الخدماتالتعامل مع الضيفالأسعار مقابل الخدماتتم سحب سعر حجز الغرفة لمدة ليلتين من الماستر كارد و أجبروني على الدفع مرة أخرى كاش بحجة أنهم غير متأكدين من ماكينتهم ووعدوني برد المبلغ ولم يتم رده,0,0
349,4,جيد. اولا الاستقبال كان ممتاز جدا واجراءات الحجز وتسليم الغرف والموظفيين في الاستقبال رائعيين وكذلك خدمة الغرف كانت ممتازةوالبوفيه على الافطار منوع ونوعية جيدة. الذي لم يعجبني هو الستيم والساونا في كافة الفنادق بدون رسوم اضافية لذلك هذا يؤثر على استرخاء زبائن الفندق,1,1
350,5,جيد. تعامل الموظفين جيد. الاتصال بشكل متكرر قبل وقت المغادرةتسليم مفتاح الغرفه لأي حد مجرد اخباركم بالاسم,1,1
351,2,استثنائي. بصراحه كل شئ في الفندق مريح وموظفي الاستقبال في قمة الاخلاق والذوق خصوصا مريم وجواد اشكرهم. لاشي,1,1
352,2,جيد جداً. موقعه و النظافه. ,1,1
353,2,“مكان ممتاز”. التنوع في البوفيه - درجة نظافة الجو في الفندق. الاسعار عالية جدا - لا يوجد اي خدمات مجانية مع الحجز,1,1
354,4,“الفندق جيد ولكن بعض الغرف تحتاج إلى تجديد فرش الأرضيات”. الموقع جيد والافطار كذلك كان جيد الموظفين متعاونين وأخص بالذكر موظف الاستقبال الأخ قاضي Gazi ممتاز في تعاونه وتلبية إحتياجات الاسرة. ,1,1
355,5,“جيد جدا”. هادئ. بعيد عن الحرم,1,1
356,1,“القصيم”. . الخدمات +  خدمةالباصات + النظافة,1,1
357,4,“توهيقة بوكينق”. موضف الاستقبال جدا رائع. طريقة توزيع الاسره,1,1
358,2,“يحتاج للتجديد”. باص يوصل من والى الحرم. الاسره غير نظيفه والتكييف تعبان والغرف قديمه جدا والحمامات ايضا تحتاج للتجديد.,0,0
359,4,“فندق ممتاز”. الفندق ممتاز ومريح نفسيا والقائمين عليه مقابلتهم حسنة. ,1,1
360,2,“مقبول”. السعر. النظافه,1,1
361,2,“الفندق سيئ للغاية”. لاشيئ. كل شيئ,0,0
362,2,“سيء الخدمات والغرف وسعيه لا يستحق وحجزت 4 سرير اعطوني 3 بنفس السعر”. أولاً الأسعار مبالغ فيها لأنه لا يستحق السعر الذي أعطاه بوكينجثانياً حجزت غرفة 4 سريروأعطوني 3 سريرثالثاً الحمام بدائي حتى شاور الاستحمام باليدرابعاً موقع الفندق بعيد والطريق إليه معقد جداً داخل الحارات القديمةخامساً المصاعد خطيرة جداً ومتعطلة ولا يوجد بها أي أمانيغلق الباب عليك وتطفأ الكهرباء بداخلهسادساً الممرات مليئة بالزبالة دون تنظيفالشراشف ومناشف مكومة أمام المصعد على الأرض سابعاً الإضاءة ضعيفة جداً ثامناً لا يمكن فتح النوافذ للتهويةلأن النوافذ تقع على صالة كبيرة تقع عليها جميع نوافذ الفندق بدون اي خصوصيةتاسعاً العمال ليس لديهم أي مبادرة للخدمةفأنا أحمل حقائب كثيرةويروني من خارج الفندقويتفرجون إلى أن أدخل للفندقوأطلب العربةوبعدها أنتظر حتى يسألني أحدهم لماذا تريد العربة. كل شيء,0,0
363,1,"ضعيف جداً. لا شيء. كل شي ،، تجربة سيئة لن تتكرر",0,0
364,1,ضعيف جداً. . عدم تعاملهم بالرد على الاتصالات وعدم مبالاتهم بالعميل,0,0
365,2,“بدون عنوان”. مرونة الإداريين في التعامل تجاوبوا في تغير الغرفتين لمرتين لينتهي بي الحال لغرفتين أحسن حالا تقبلوا اعتذاري عن اليوم الثالث برحابة صدر حيث أقمت يومان بدلا من ثلاثة. صراحة أقول رأيي و محبة لاصحاب الفندق ليتمكنوا من التحسين للمرات القادمة ?- عدم مطابقة ما هو موجود بالاعلان مع ما هو متوفر على الميني بار ?- الغرفة الأربعة أشخاص لا يوجد ثلاجة ?- لا يوجد غلاية شاي ?- لا يوجد مناشف / معقول ؟ علما انه تم إحضارها لاحقا تجاوبا من الاداري المسائي و حقيقة شكرًا لأخلاقه العالية ?- رائحة الغرف كريهة و رطوبة ?- التحكم بالتكييف ضرب من المستحيل علما انو كان باردا لكن باردا جدا و مع توفر الرطوبة يكون الوضع مربك ?- الانارة في الغرف المطلة على المنور ضعيفة جدا ?- البوفيه في الطابق لا يوجد في مياه شرب ?- احد المصاعد لا يعمل ??- الحي غير مريح و شعبي,1,1
366,2,جيد. فندق ممتاز بالنسبة للأسعار. ,1,1
367,2,ضعيف. . باختصار كل شي فيه سيئ,0,0
368,2,“الله يعين من يذهب له”. . بعده عن الحرم وعدم ترتيب الحافلات للنقل,0,0
369,1,“لا انصح به”. خدمة نقل للحرم. لم يعجبني فيه شئ إطلاقا ولا انصح به غرفة 214 تكييف مزعج جدا تليفزيون لا يعمل جودة الفرش والسرير غير مرضية الاطفال يلعبون في طرقات الفندق بشكل مزعج وتكدس الفرش في الطرقات حق. السراير وسعره مرررة غالي لااااااا انصح به من تجربتي هناك,0,0
370,1,"“لا يوجد باص للحرم في أي وقت”. . حسب الإعلان المفروض وجود باص لنقلنا من وإلى الحرم في أوقات الصلاة، ولكن الباص لم يتحرك من باب الفندق",0,0
371,1,“مقبول الى حد ماء”. النظافة جيدةالباص الناقل للحرمتعامل موظفي الاستقبال. الواي فاي سئازعاج الاطفال في الممرات لا يوجد خدمة غسيل وكي الملابسقنوات التلفزيون محدودة للغاية,1,1
372,1,ضعيف. . النظافة سئ  ولايوجد خدمات نهائيا,0,0
373,2,“مقبول لحد ما وأن سعر الغرفة التي نزلت فيها سعرها تقريبا يزيد عن الواقع بـ 50 ريال”. أعجبني الموظف في الاستقبال. طقم عمال النظافة غير مبالين بالنزلاء ولا يحترموهم تأخير في نظافة الغرف وقد لاحظت أن بعض الغرف التي غادرها النزلاء وقد بقيت ليومين بدون نظافة وخاصة الدور الثاني أثناء فترة إقامتي,1,1
374,1,رائع. حجزت شقة من 3 غرف وكان تصميمها ممتاز وقربها من الحرم النبوي 5 دقايق بالسيارة مناسبة للجميع. ,1,1
375,2,“تقييمي”. لا شئ. رائحة الغرفه + الحمام مقرف ذو رائحة كريهة بعده عن الحرم مشي نوعا ما صعوبة الوصول له تقريبا بالسيارة والمشي وسعره غالي مع ضعف المستوى,0,0
376,2,“سعدة بالاقامة فى الفندق”. الإفطار لذيذ إلا أن سعره مبالغ فبه. لاشيء,1,1
377,4,“من اسوء الفنادق التي اقمت فيها..”. . التاخر في اجراءات الدخولالجناح غير مريح الاثاث غير جيد مشكلة في تصريف الحمام مشكلة في الماء البارد والحارالمصعد ضيق جدالا يوجد مواصلات من والى المطار مدخل الفندق عبارة عن ممر والاستقبال في موقع سيئ جدا عباراة عن مكتب في ممر...,0,0
