,rating,review,SentimantValue,predectedValue
246,2,“ּדםב”. ßב װםֱ דזÞÚ זוֿזֱ זÊÚַדב ז־ֿדַÊ ßב װםֱ Þׁםָ  זÞָׁו דה דזב ַבַדַׁÊ זדהַ׃ָ בבÚזֶַב. בַַ װםֱ ׃זל ײÚÝ ַבהÊ,1,1
247,4,“דװם ַֽבß”. דßַה Úַֿם. ַב׃ׁםׁ ÊַבÝ,0,0
248,2,ּםֿ. ַבהÙַÝֹ ַבÚַדֹ Ýם ַב׃ַֹֽ ַב־ַּׁםֹ דדÊַֹׂ זÞ׃ד ַבֵ׃ÊÞַָב Þםדֹ ֵםַָּםֹ Úַבםֹ בבדִ׃׃ֹ.. ַָזַָ ַבÝםבַ Ûםׁ ַָֻÊֹ ז־ַױֹ Úהֿ וָזָ ַבׁםַֽ( ַבֶׁם׃ם זַבהזד) זַבד״ָ־ בַ Êזּֿ Ýםו ַֿזַÊ ßַÝםֹ,1,1
249,2,"“Êָֹּׁ ּםֹֿ זַÊדהל ַה הׁל ַבÊֽ׃ה ַבדֹׁ ַבÞַֿדֹ”. ַבדזÞÚ דדÊַׂ¡ַבװַבםוַÊ ָװßב Úַד דדÊַֹׂ ַבװßב דה ַב־ַּׁ זÊֽÊַּ ָÚײ ַבÊֽ׃םה זַבַוÊדַד דה ַבַֿ־בßÊזÝםׁ ַבÝז״ זÊÛםםׁ ַבװַׁװÝ םזדםַ ַבÊßםםÝ דדÊַׂ.ַַבד׃ָֽ ַב־ַױ םֽÊַּ Úהַםֹ ַßֻׁ.ַבד׃ָֽ ַבÚַד דדÊַׂ זַבװַ״ֶ ßָםׁ זהÙםÝ. Úֿד ÊזÝםׁ ַבÝז״ זַבדהַֿםב בדֹֿ םזדםה Úבל ַבׁÛד דה ַבַÊױַב ַבדÊßׁׁ ֽÊל Êֿ־ב דֿםׁ ַבÝהֿÞ.ַבַ׃ÊÞַָב בבַ׃Ý םֽÊַּ ָÚײ ַבדÊַָÚֹ דÚ ַבװßׁ בבַ־ Úדׁ.Úֿד ÊזÝםׁ ־ֿדֹ ַבד״Úד זַבַÝ״ַׁ דֻב ַָÞם ַבװַבםוַÊ זַבÝהַֿÞ",1,1
250,2,“ַבַÝײב ַהÊד”. ׁזÚֹ ַּֿ ַה װֱַ ַבבו ׂםַֹׁ ַֻהםֹ. זבַ װם,1,1
251,5,“ַב׃ַָֹֽ זַבַ׃ÊדÊַÚ ַָבָֽׁ”. ßב װם ַבװַ״ם זַבד׃ָֽ ז־ַױו ַבד׃ָֽ ַב־ַױ ׃ַÚֹ דַּהםֹ בÚדבֱַ ָזßםהּ דÚ ַבÚבד ַהו Þםדֹ ַב׃ַÚו Úהֿוד ָ 150ׁםַבדהַ׃ָ ַּֿ בבÚזֶַב. ַבד״ָ־ ÝַײםַבßזÝם MADO ַבÚַבדם ׃םֱ ַּֿ זַװß ַהו םÊָÚ בדַֿז,0,0
252,2,“ֽׁבֹ ֶַׁÚֹ”. ַב־ֿדֹ דדÊַֹׂ זַבװַבםוַÊ ÊזÝׁ ־ֿדַÊ דÊדםֹׂ Úבל דַֿׁ ַב׃ַÚֹ דה ßזÝם װזָ זד״Úד. ״ַÞד ַבÚדב דÊÚַזהזה ַּֿ. ַבדßַה ַּֿ דדÊַׂ בßַָׁ ַב׃ה זםזÝׁ ßַׁ׃ם ָÚּבַÊ זßב ַבַדַßה םדßה ַבזױזב בוַ ב׀זם ַבַֽÊםַַּÊ ַב־ַױֹ.. בַ םּזֿ װָßֹ זַםÝַם ַָבÛׁÝ.,1,1
253,5,“דהÊּÚ ַבֳֽבַד זבַ ַָבֳֽבַד”. ַבדזÞÚ זַבַ״בַבֹ ּדםבֹ ַּֿנ. ַבד״Úד בַםבםÞ ַָבדהÊּÚ זַבÊßםםÝ דׂÚּ,1,1
254,2,“׃Ýׁו ּדםבו”. . Ûבֱַ ַָ׃Úַׁ ַבד״Úד ַָבדהÊּÚ,1,1
255,1,“׃םֶֹ”. ַÚָּהם ַבַ״בַבו ַבָֽׁםו זַבּ׃ׁ. ַבַ׃ÊÞַָב ז ַבַַֹֿׁ זַב־ֿדַÊ ßַהÊ ׃םֶֹ בבÛַםֹ,0,0
256,4,"“װßַׁ בבדזÙÝ ׁםַה”. ַבדßַה וֶַֿ ַּֿנ ז׃״ ַבַ׃ָזÚ ז ַבַ״Ýַב Þבםב ¡ ּב׃ַÊ ַבװַ״ֶ ּדםבֹ ז ַבַהװ״ֹ דÊזÝֹׁ ָ ַבדהÊּÚ ¡ דזÙÝ ַבַ׃ÊÞַָב ַבם ßַה דÊזַּֿ םזד ? ֿם׃דָׁ ÝÊֹׁ ַָֿםֹ ַבÙוׁ ַÚÊÞֿ ַ׃דו ׁםַה ַּֿ דֽÊׁד ז ßׁד ַוב םהָÚ ַָׁׂו בהַ ו׀ַ ַבװ־ױ Ýם Êֽׁםָו דה ַזב בֽÙֹ ז ÊזֿםÚו בהַ Ýם ַ־ׁ בֽÙֹ ¡ װßַׁ בו ז בֵַֹֿׁ ַבדהÊּÚ. בַ םזּֿ",1,1
257,5,ּםֿ. ַבדßַה זַבהÙַÝֹ זּֽד ַבװַבםו. בַ םזּֿ ָÊזַּׂ Ýם ַבד״ָ־ זבַ ַם ַַֹֿ דה ַֿזַÊ ַבד״ָ־ ÝÞ״ ֿזַבםָ,1,1
258,1,“דה ַּדב װַבםוַÊ םהָÚ .”. ָױַֹֽׁ דה ַּדב װַבםוַÊ םהָÚ ַבÊם ÊÊ׃ד ַָבוֿזֱ זהÙַÝֹ ַבװַ״ֶ זַבד׃ָֽ ַבַßֻׁ דה ֶַׁÚ דÚ זּזֿ ַֽׁ׃ֹ ֲדהו זַב׃ßה Þדֹ Ýם ַבÝ־ַדֹ זַ׃Ú זהÙםÝ ַּֿ .זבַ םÝזÊהם ַה ַװßׁ ßבַ דה ַבַ׃Êַ׀ Úדׁ זַבַ׃Êַ׀ ױבַֽ Úבל ֽ׃ה ַ׃ÊÞַָבוד זדÚַדבÊוד ַבב״םÝֹ זַַֿׁÊוד ַבַׁÞםֹ זװםד ַ־בַÞוד זהָבוד ַבÚַבםֹ .זַה װֱַ ַבבו ׃זÝ ַßׁׁ ַבׂםַֹׁ בבדהÊּÚ Þׁםַָ ַָ׀ה ַבבו ÊÚַבל (ַָז ָ׃ַד ַבדֿםהֹ ַבדהזֹׁ ). ,1,1
259,5,“ÊדהםÊ ַה םßזה ַׁÞם דה ׀ַבß”. ַÚּהם דזÞÚ ַבװַבםֹ זÞָֹׁ דה ַבָֽׁ ״ׁםÞו ַבװַבםוַÊ זַ״בַבÊוַ ַבַּהָםו Úבם ַבָֽׁ ַÚּהם ד׃ָֽ ַבַ״Ýַב זַבÚַָ ַבַ״Ýַב דÞַָב בװַבםוַÊ. ַׂÚּהם Êוַבß ַבÝׁװ ׃ßהÊ Ýם װַבםו 604 זßַה ױזÊ ַבדßםÝ ַּֿ דׂÚּ דדַ ַ״ׁםהַ בַÞÝַבו ׃ׁםׁ ַבהזד זַבד־ַֿÊ ַּֿ Ûםםםׁ דׁםֽ ַםײַ ַבָזÝםו ַבַֿ־בםו דזÚֿ ÝÊֽ ַבָזÝםו ַּֿ דÊַ־ׁ ֽםֻ ַהו םÝÊֽ ַב׃ַו 30ז11 ױַַָֽ ַÊדהַ דה ַַֿׁו ַבװַבםו ַבַוÊדַד ַßֻׁ זבßד ־ַבױ ַבװßׁ,1,1
260,4,“ַבדהÊּÚ ַÝײב זֶַׁÚ”. ַÚָּהם ַבדהÊּÚ Ýם וֿזֱ זהÙַÝו זַבּב׃ַÊ ַבֽבזו Úבל ַבָֽׁ ßדַַװßׁ ַבַ׃ÊÞַָב Úבל ֽ׃ה ַבÊÚַדב דÚם ßבַ דה ׁםַה ַבּוהם זָהֿׁ ַבּוהם .. ַ׃Úַׁ ַבדװׁזַָÊ ַֿ־ב ַבדהÊּÚ װָו Ûַבםו ַּֿ,1,1
261,2,“ֶַׁÚ ד׀וב”. דה ַבֳÝײב בבדהÊּÚַÊ ַבÊם ׁׂÊוַ. ָÚֿ ַבד״Úד Úה ַבדהÊּÚ דדַ ם׃ָָ Êֳ־םׁ Ýם ַבÊזױםב,1,1
262,2,“ַבַֽבַד ÊÊֽÞÞ Ýם דהÊּÚ ַבַֽבַד”. ַבדßַה ּדםב זוַֿם. Úֿד זּזֿ ד״Úד זßÝÊׁםַ,1,1
263,5,“ßַהÊ ַÞַדֹ דדÊÚו זוֿזֱ ז־ױזױַ ַהַ דה ֹּֿ ַבװַבםו ַÝײב ָßֻםׁ דה װַבםוַÊ ֹּֿ”. ַבהÙַÝֹ זׁ־ױ ַבװַבםו Úװַה ַםַד דַֿׁ׃ ַבַ״בַבו Úבם ַבָֽׁ זַבוֿזֱ. ÝÞ״ ַבֽדַד ßַה Ýםו Ê׃ׁםָ בַָֿ דה ױםַהו ֿזׁםו בבֽדַדַÊ,1,1
264,5,ּםֿ. Ýם הÙַÝֹ ַבדßַה זֽ׃ה ַבדÚַדבו. ׁÝÚ ַב׃Úַׁ Ýם ַבָזÝםו ָדÚהל ַבַּֽו ֵבם ÞםדÊוַ 10 ׁםַב Úהֿßד 20ׁםַב זַבד״Úד ַßבו דׁו דז ֽבז,1,1
265,4,ַ׃Êֻהֶַם. דזÙÝ ַבַ׃ÊÞַָב ׁםַה ַבּוהם ׀ז ַ־בַÞ Úַבםו זדÊÚַזה. ,1,1
266,1,“ַבַֽׁו זַבַדַה זֽ׃ה ַבַ׃ÊÞַָב”. ַבַֽׁו זַבּדַב Ýל ַבדהÊּÚ  ׁזÚו ַבּבז׃ Úבל ַבָֽׁ ֽ׃ה ַבַ׃ÊÞַָב ַבַ׃Êַָּו ַב׃ׁםÚו בב״בַָÊ װßׁ ־ַױ בבַ׃Êַ׀ ױבַֽ ַבÚ׃ßׁל בÊÚַזהו זַ׃ÊַָּÊו ַב׃ׁםÚו בהַ ַהױֽ ָׂםַֹׁ ַבדהÊּÚ דה ַÝײב ַבַדַßה Ýל םהָÚ. ,1,1
267,2,“ַבַ׃ÊÞַָב ַּֿ דדÊַׂ”. ד׃ָֽ ַבַ״Ýַב דÚ זּזֿ דַׁÞָ בבַ״Ýַב. ַבַ״בַבו Ûםׁ דׁםֽו בבÚזֶַב דה ַבָבßזהו דßװזÝו בבּדםÚ,1,1
268,5,ײÚםÝ ַּֿנ. בַםזּֿ װם םבÝÊ ַבַהÊַָֹ. ÛׁÝ ַבהזד זַבֽדַדַÊ,0,0
269,4,“Úֶַבֹ ׂזּ זׂזֹּ זַַָהֱ ßַָׁ זַ״Ýַב ז־ַֿדֹ”. ױַֹֽׁ ßב װֶ ּדםב Ýם ַבדהÊּÚזַÊדהלַׂה םזּֿ ד׃ָֽ ־ַױ ַָבה׃ֱַ ַָבדַּה זבם׃ ַָבדÞַָב… ַב׃ַÚֹ ַָבד׃ָֽ ַב־ַױ ַָבה׃ֱַ דַָבÛ Ýםוַ 150 ׁםַב. Úֿד זּזֿ דׁßׂ Êַּׁם ַָבהÊּÚ,1,1
270,4,ײÚםÝ ַּֿנ. זבַ װםֱ. ֳ׃זֱ דßַה ֳÞדÊ Ýםו .. ÝהֿÞ Þ׀ׁׁׁׁ ַבßהָ ׁםֹֽ ַבָזב זַהÊד ָßַׁדֹ ÊÝזֽ דהוזַבֽדַדַÊ ׃ַָßֹ ׃םֶֹ זד׃ֿזֿ דּׁל ַבדׁזװ זדß׃זׁ ַָָוַבבדָֹ זדׁזֹֽ ַבװÝ״ ָדÝÊַֽ זַֽֿ םÚהם ÊÊׁזװ זַהÊ דÊּדֿ ַז ÊÊׁזװ ַָבÙבַד ַבֽדַד ַבבם ÊֽÊ Úַָֹׁ Úה ָםÊ ּֿׁזַבÛׁÝֹ ַבבם ÝזÞ דז ÛׁÝֹ ױַבֹ ַז דדׁ דֽזבםהוַ ÛׁÝֹ ַבדזÙÝםה ַבדױׁם זַב׃זַֿהם ּםֿםה ַדַ ַב׃Úזֿם ַבָם Ýם ַבד׃ֱַ ׃םֱ ַּֿ ָÚםֿ Úה ַבָÞַבַÊ זַבד״ַÚד זַבßַÝÊםׁםַ ַבבם Ýםו דַÊÝÊֽ ַבַ ?? זַ׃Úַׁוַ הַַַׁ זום ßַÝÊםׁםַַב׃ַֽב דז ׁדב ז״ב Úבל װׁד םÚהם דזםו ײבֹֽ דַ םה׃ָֽ Ýםוַַ ַהױֽ ַָֿÝםו־׀ װÞֹ הÙםÝֹ ָהױ ַב׃Úׁ זַ״בÚ בßזׁהםװ זָֽׁ ַבוםֶֹ װם םÝÊֽ ַבהÝ׃,0,0
271,5,דדÊַׂ. ״Þד ַבÚדב דה ַ׃ÊÞַָב זֽ׃ה ײםַÝו זהÙַÝו ָױַֽׁו Þׁזָ ַבÚדב דדÊַׂ. בַםזּֿ ד״Úד ַֿ־ב ַבװַבםו,1,1
272,2,“דßַה דדÊÚ בּדםÚ ֳÝַֿׁ ַבֳ׃ֹׁ”. ֽ׃ה ַבֵ׃ÊÞַָב זוֿזֱ ַבדßַה.. ַבװַבםוַÊ בַ םזּֿ ָוַ ֳֿזַÊ ד״ָ־ זÊֽÊַּ ֵבל ױםַהֹ ֿזׁםֹ.,1,1
273,1,“דהÊּÚ ּדםב”. הÙַÝֹ ַבדהÊּÚ זדהַ׃ָÊו בבÚזֶַב. ַבַַֻֻ דÚֿזד זÛםׁ הÙםÝ,1,1
274,4,"“ַֽבל ַבדהÊּÚַÊ ַבÊם ׁׂÊוַ”. ַבדßַה דַװֱַ ַבבו הÙםÝ ַּֿ זַבÝםבַ ßַהÊ דׁÊָו זַבװַ״ֶ דדÊַׂ זַבַַֿׁו דÊÚַזהו ַּֿ זַבַ׃ÊÞַָב Ýם דהÊול ַבׁזÚו זַבַ־בַÞ. ַבßזÝם זַבד״Úד ַ׃Úַׁו דַָבÛ Ýםוַ ַּֿ ¡¡¡",1,1
275,1,“בה ַßׁׁ ַבÊָּׁו”. ַבדזÞÚ ÝÞ״. Þבו Úֿֿ ַבדזÙÝםה ז׃זֱ ַב־ֿדו,0,0
276,2,ֶַׁÚ. . ַבדהÙׁ ַבÚַד בבÛׁÝו ד״ב Úבל ׃״ֽ זו׀ַ Ûםׁ דהַ׃ָ בַֹֽׁ ַבָׂזה,1,1
277,5,“בַ ÊÞÚ Ýם ַבÝ־”. בַ םזּֿ. ַבÛׁÝ Þֿםדו  זַבַ׃Úַׁ בַ ÊÊהַ׃ָ דÚ ַב־ֿדֹ זַבÛׁÝֹ .... Ûַבםֹ ַּֿ  ... ֳÛבל דה ֳ׃Úַׁ ַבÝהַֿÞ Ýם ַזַָׁ ... ַבÚַדבםה Ûםׁ זֿזֿםה,0,0
278,2,ּםֿ. . ַבָׂה׃ ׃הÊׁ ַÛבÞ Þָב ?? ַבד׃ֱַ זבד םÝÊֽ ַבל ַב׃ַÚו ? Úהֿ דÛַֿׁÊם ַָבׁÛד דה ַֽÊםַּם ַבײׁזׁם בב״ַָÚו.,1,1
279,4,דדÊַׂ. ַבּדַב. ַׂÚַּ דה ַבÛׁÝֹ ַבÊל ַÚבל,1,1
280,2,ּםֿ ַּֿנ. . ַֻהֱַ ַבּֽׂ ָÞםדֹ 990 ׁםַב Êד ÊÛםֹׁ ֽםה זױזבם ֵבֶ ַבÝהֿÞ ָÞםדֹ 1160 בדַ׀ַ דÚ ֳהם ַּֽׂ Úה ״ׁםÞ ַבַהÊׁהÊ,1,1
281,4,“ַבֽםַֹ ֽבזו”. ַבÝ״זׁ ÝÞ״. ַֻהֱַ ׂםַַׁÊם זÚהֿ Ê׃בםד ׃םַַׁÊם דזÙÝ ־ֿדֹ ַב׃םַַׁÊ ßַה םזד ַב־דם׃ ָÊַׁם־ ????/??/?? ßַה םזּֿ וַÊÝ ־ַױ ָם ַֿ־ב ַב׃םַֹׁ ÊדÊ ׃ׁÞÊו דה Þָב ַֽֿ ַבדזÙÝםה ַבÝהֿÞ ־ֿדֹ ַב׃םַַׁÊ זÊד ַßÊװַÝ ׀בß ַֻהם םזד ָÊַׁם־ ????/?/? זÊד ַָבÛ ַבדֿםׁ ַבד׃ִזב ַבֳדה  ׃Úזֿם ַבּה׃םֹ זדֿםׁ ַבÝהֿÞ דױׁם ַבּה׃םֹ ֽםֻ ַÝַֿ דֿםׁ ַבÝהֿÞ דױׁם ַבּה׃םו ַהו ׃םÊד ַבÊֽÞםÞ Ýל ַבַדׁ ־בַב ַםַד זָÚֿ ÚזַֿÊם ַבל ַבֿזֹֽ Êד ַבַÊױַב Ýהם דׁו דה Þָב ַֽֿ ַבדזÙÝםה ַב׃Úזֿםה זָבÛהם ַהו ׃םÊד ÊÚזםײß זַבßװÝ Úה ַבדÊ׃ָָ ֽםֻ ַהו ַבÊֽÞםÞ ַּׁם Úבדַ ױַׁ Úבל ַבÊֽÞםÞ ַßֻׁ דה ֳ׃ָזÚ זבד םהÊום ַבÊֽÞםÞ ֽÊל ßÊַָֹ ַבׁ׃ַבֹ Úבדַ ַָהו בַםודהם ַבוַÊÝ ַßֻׁ דדה םודהם ַבדֽÊזםַÊ ַבדזּזֹֿ ַָבוַÊÝזַבֽדֿבבו ַהו ַב׃ׁÞו ßַהÊ וַÊÝ זבם׃ ַב׃םַֹׁ,1,1
282,5,"“ַהױֽ ַָבַÞַדו Ýםו”. ַבהÙַÝו זַבÊÚַדב. ־ֿדַÊ ַבזַם Ýֳם ַבַבםו ַבדÚדזב ָוַ Ýם ַבÝהֿÞ Ûב״ זבַÊׁÊÞם ַָבההַÝ׃ו דÚ ַבÝהַֿÞ ַבַ־ׁל Úבדַ "" ַָה ַב־ֿדֹ ײÚםÝו ַַַַּֿ ß׀בß "" ד״Úד ַבָ׃Êַה "" בד םßה ָד׃Êזל ÝהֿÞ ַהÊׁßזהÊההÊַב",1,1
283,2,“ַּ׃ד”. ַבÛׁÝ זַ׃Úו זּדםבו ׃ׁÚֹ ֱֲַַּׁÊ ַבֿ־זב זַב־ׁזּ דזÙÝזַ ַבַ׃ÊÞַָב ָװזםװםה ַבדזÞÚ דדÊַׂ Þׁםָ דה ַבדּדÚַÊ זַבֳ׃זַÞ ַבװÚָםו זםזּֿ דזב Êַּׁם דÊז׃״ ַבּֽד דÞַָב ַבÝהֿÞ. ַבהַֿם ַבױֽם דÛבÞ םזד ַבּדÚו ֽÊל ַבַֻהםֹ Ùוַׁנ ֽםֻ ַהו ד־ױױ בבה׃ֱַ םÝײרב ַה םßזה בבÚֶַבַÊ ַז םÊד ַהװֱַ הַֿם ױֽם ־ַױ ֲ־ׁ ַבָזÝםו בד םßה ַָבד׃Êזל ַבד״בזָ דה ֽםֻ ÊהזÚ ַבַ״ַָÞ ז״ׁםÞֹ ַב״ום  ״בָהַ Úװֱַ בד ÊÚָֽהַ ״ׁםÞֹ ַבÊÞֿםד זבַ ״ׁםÞֹ ַב״ום ßַה ״בָהַ Úַָׁו Úה בַַׂהםַ זßבָ ׃ַהֿזםÊװ זÞ״Ú ַּּֿ הÞÊ,1,1
284,4,ַ׃Êֻהֶַם. דזÞÚ ÝהֿÞ ַהÊׁßזהÊההÊַב ַבַֽ׃ֱַ זַבÊױדםד ַבָםֶם ַבֶַׁÚ ַב׀ם םװÚׁß ַָבַֹֽׁ ַבהÝ׃םֹ ־בַב ַבַÞַדֹ ַָבÝהֿÞ. ,1,1
285,4,"“ֳׁםם ַבַÝײב םַ ױֿםÞם ??”. ַב־ֿדַÊ דדÊַׂו ¡ ַבֽדַד ß׀ַבß ¡ ַב׃ׁםׁ ז ַבז׃ַֿו דדÊַׂו ¡ בד ַ׃Ê־ֿד ַבַהÊׁהÊ בײםÞ ַבזÞÊ ¡ ָזÝםֹ ַבÝ״זׁ ßַה ֶַׁÚ ז דÊהזÚ ¡ בדָֽם ַבװםװו םזּֿ ַֿ־ב ׃זׁ ַבÝהֿÞ װםװו ז ד״Úד בָהַהם ¡ ַÝײב ÝהֿÞ Ýם ַבַֽ׃ֱַ .. Êױדםד ַבÝהֿÞ Þֿםד םֽÊַּ בבÊֽֿםֻ ¡ בַ דַהÚ דה ַבÚזֹֿ ֵבםו ֵ׀ַ בׂד ַבַדׁ .",1,1
286,2,“ßהÊ ֳֽבַד ָָׁׁÞם Ýם ַב־ֿדַÊ ÊבםÞ ָדֻב ו׀ַ ַבדßַה”. װßַׁ Úבל ַוÊדַדß זהֳדב Êֽ׃םה ־ֿדַÊßד זַבÊׂדßד דÚ ֶַָׂהßד. בַ׃ÊÞַָב זַב־ֿדַÊ זֵודַב ַהׂבַ,1,1
287,5,“ײÚםÝ ֲּֿ ֲּֿ”. . ַ׃ÊÞַָבוד ַבַ׃Úַׁ ַבÊם Ýם ַבדזÞÚ דזָ הÝ׃ ׃Úׁ ַבÝהֿÞ זַבַÝ״ַׁ Ûםׁ דÊהזÚ ַבַ־ֿדו ÊÚַָהו ־ֿדַÊ ַבÝהֿÞ זדַׁÝÞוַ ßַהו ? הּזד,0,0
288,4,ײÚםÝ ַּֿנ. . ßב װם ַָבÝהֿÞ ׃ֶ בבÛַםו ַבַַֻֻ Þֿםד זדÛָׁ זדß׃ׁׁׁ דַםױבֽ בבּבז׃ זַבהזד דַם׃Êַוב הּדÊםה דה ַזב דַÝÊֽ זַַֻֻו דַÊÛםׁׁׁ,0,0
289,2,ּםֿ. דזÞÚ ּדםב ז־ֿדו דדÊַׂו. ,1,1
290,1,ד־םָ בבֳדב. . ַב־ֿדו ׃םֶו זַבהÊ װָו דÚֿזד,0,0
291,1,ַ׃Êֻהֶַם. װßַׁ. ßב װם,1,1
292,2,“ÝֿÞ דדÊַׂ זַבֵÞַדֹ Ýםוַ Êּבָ ַבַֽׁו ַבהÝ׃םו”. ßב װם ָװßב Úַד. ָÚײ ַבװם דה ַבַÝ״ַׁ,1,1
293,4,ד־םָ בבֳדב. ַבדזÞÚ. ״ׁםÞֹ ״ַÞד ַבÚדב Ýם ַבַ׃ÊÞַָב ַ׃ÊÝַׂׂםֹ זבבַ׃Ý ַהוד Ýם ÝהֿÞ ָו׀ַ ַבּֽד זו׀ו ַבÝ־ַדֹ זבז ßַה ַָדßַהם ÊÛםםׁ ַבּֽׂ ַבם ÝהֿÞ ַ־ׁ בÛםׁÊו זבז הּדו זַֽֿו,0,0
294,5,“״ַÞד ַבÚדב ׃םֶ”. ַבוֿזֱ ַבדזֽװ. ״ַÞד ַבÚדב Ûםׁ ַֽÊַׁÝם זױÛׁ ד׃ַֹֽ ַבÛׁÝ,0,0
295,4,“ַׁÞם זוֶַֿ”. ַבוִֿ זַבהÙַÝו. ַבÛׁÝ ױÛםׁו ז ַבÝ״זׁ ÊÛםׁ בבֳ׃זַ ַָבַזב ַּדב זֳב׀ זַב׃Úׁ דׁÊÝÚ ַּֿנ,1,1
296,2,ַ׃Êֻהֶַם. ÝהֿÞ דדÊַׂ. ,1,1
297,5,ּםֿ. . בֿל ַבֿ־זב ַבל ָוז ַבÝהֿÞ ָו ֶַֽׁו דÚ״ׁ הÝַ׀ו ַּׁזַ ַבÊÞבםבדהוַ,1,1
298,2,“ַבַהÊׁ ַבֽ׃ַזם”. בַװם ÊÞׁםַָ. ַבֽדַד בַםזּֿ ָו װ״ַÝ ז ׁזָ ַבהזד ױÛםׁ ז ַבַַֻֻ Þֿםד זַבÛׁÝ ײםÞֹ זױÛםֹׁ זַבÊßםÝםÝ Ú ֹּֿׁ 22 ַֽׁ,0,0
299,2,"“ַבַ׃ÊÞַָב םÚß׃ ּזֹֿ ַבדßַה”. Þָׁו דה ַבַ׃זַÞ. ״ַÞד ַבַ׃ÊÞַָב "" זו׀ַ םÚהם ׃ִ ַבַַֹֿׁ""",0,0
300,2,“ּםֿו”. דßַה וֶַֿ זַב־ֿדו ׃ׁםÚֹ זַב״Úַד ב׀ם׀. ÞהזַÊ ַבÊבÝׂםזה דדבו זבַ םזּֿ Ýׁװַו ֳ׃הַה זבַ םזּֿ דװַםו בבÞֿדםה זַּׁזַ ַבַוÊדַד ַßֻׁ Ýם הÙַÝו ַבדהַװÝזֵ׀ַ ֽײׁ ײםÝ בםׂזׁß םָּׁזß Úבל ַבהׂזב בבַ׃ÊÞַָב דה ַּב ַבÊזÞםÚ ÝÞ״,1,1
301,4,“דדÊַׂ”. ַבהַֿם ַבױֽם ַּדב װםֱ זַב׃ַָֹֽ Ýם ַבָׁßֹ ַבַֿ־בםֹ. ,1,1
302,1,ײÚםÝ ַּֿנ. ַבדזÞÚ. ״ַÞד ַבÚדב Ûםׁ דÊÚַזה ז בַ םָÊ׃ד,0,0
303,4,“ÝהֿÞ Ýַװב דה ֿזה הÙַד זדה ֿזה דזַÞÝ”. ַבÝַׁװםה םÊ׃ַÚֿזה דÚַß ַßֻׁ דה ַבדזÙÝםה. ,0,0
304,2,“דה ַ׃זֱ ַבÝהַַַַַֿÞ בַ ַהױֽ ָו”. בַ םזּֿ. ßב װם ַהו דה ַ׃זֱ ַבÝהַֿÞ ַבÊם ּֽׂÊוַ םזדַ ֱַָֿ דה ״ַÞד ַבÚדב ַבָ״םֶ ז םזּֿ דֿםׁ ַ׃דו דהוב םÚדב בםבַ ַהו ַבװ־ױ ַב־״ַ Ýם ַבדßַה ַב־״ַ ßדַ ַהוד ם״בָזה ַםַֿÚ ַדהם ַזב דֹׁ ַ׃דÚ ָו!! זַׂÚַּ ַבֿם׃ßז בםבַ םּÚבß ÊÚםװ Ýם ßַָזזזז׃ זדÚַדבÊוד בבÚָׁ ׃םֶֹ ַּֿ ָÊÚַדבוד דÚ ַב־זַַּÊ ... ßדַ ַהוד םַ־׀זה דה ָ״ַÞֹ ַבÝםַׂ דה ֿזה ַ׃ֶ׀ַה ַֽבדַ הױב Ýם ַזב בםבֹ דדַ ַׂÚָּהם ßֻםַׁ ֽםֻ ַההם ַֿׁÊ ַבֿÝÚ הÞַֿ,0,0
305,2,“בה ַÚזֿ דֹׁ ַ־ׁל”. בַ װםֱ. ׃םַ׃ֹ ֵבÛֱַ ַבּֽׂ Ýֳװבו״ׁםÞו ßבַד דזÙÝםה ַבַ׃ÊÞַָב Ûםׁ דהַ׃ָו׃םַ׃ֹ זײÚ דָבÛ Êֳדםה Ûםׁ דÚדזב ָוַ Ýם ַם דה ַבÝהַֿÞ ַבַ־ׁל ַבדהַÝ׃ֹ,0,0
306,4,“ַֹֽׁ ַבַָב”. הÙַÝֹ ַבÛׁÝֹ זדזÙÝםה הÙַÝֹ ַבÛׁÝ Úבם ַÚבם ד׃Êזם. ־ֿדֹ ַבÊבÝזה,1,1
307,1,“ÝהֿÞ ַבÚםה ַֿׁ ַבׂםה”. דזÞÚ ַבÝהֿÞ דדÊַׂ. Úדַב ַבהÙַÝו זÛ׃םב ַבדבַָ׃ ״Þוד Úבל ַבַָָ Ýם זÞÊ דָßׁ Ûםׁ ֽײַׁם,1,1
308,1,“בÞֿ ַ׃ÊדÚÊ ַָבַÞַדו דÚßד ז״ַÞד ַבַ׃ÊÞַָב זַב־ֿדַÊ דדÊַׂ ַּֿנ”. ״ַÞד ַבַ׃ÊÞַָב. בַםזּֿ דזַÞÝ,1,1
309,2,“ַÞַדו ז דÚַדבו ׃םֶֹ ַּֿ”. בד םÚָּהם. ״ַÞד ַבÚדב ז ַבַ׃ÊÞַָב זַבַÞַדו,0,0
310,1,“בַ םבםÞ ָד׃Êזל ÝהֿÞ Ýם ַָזÙָם”. . Êַ־םׁ Úהֿ ַבַ׃ÊÞַָב ז בַםזּֿ ױַׁÝ ֵבם זÊ״בָ ֿÝÚ דָבÛ ßָםׁ Úַָֹׁ Úה Êֳדםה זַבֽדַד ױÛםׁ זבַםזּֿ דהַװÝ ßַÝםֹ,0,0
311,5,ּםֿ. . ַב־ֿדַÊ ָ״םֶֹ ַּֿ,1,1
